year,region,disease,dalys_millions,global_dalys_millions
2026,Africa,HIV/AIDS,16.13,30.0
2026,Latin America,HIV/AIDS,2.09,30.0
2026,Oceania,HIV/AIDS,0.32,30.0
2010,North America,Tuberculosis,3.21,60.0
2010,Western Europe,Tuberculosis,3.72,60.0
2010,Eastern Europe,Tuberculosis,2.43,60.0
2010,China,Tuberculosis,11.39,60.0
2010,India,Tuberculosis,11.88,60.0
2010,Southeast Asia,Tuberculosis,5.91,60.0
2010,Middle East,Tuberculosis,4.18,60.0
2010,Africa,Tuberculosis,12.69,60.0
2010,Latin America,Tuberculosis,4.17,60.0
2010,Oceania,Tuberculosis,0.57,60.0
2011,North America,Tuberculosis,3.01,57.8
2011,Western Europe,Tuberculosis,3.54,57.8
2011,Eastern Europe,Tuberculosis,2.45,57.8
2011,China,Tuberculosis,9.75,57.8
2011,India,Tuberculosis,12.47,57.8
2011,Southeast Asia,Tuberculosis,5.43,57.8
2011,Middle East,Tuberculosis,3.86,57.8
2011,Africa,Tuberculosis,12.4,57.8
2011,Latin America,Tuberculosis,4.26,57.8
2011,Oceania,Tuberculosis,0.58,57.8
2012,North America,Tuberculosis,2.75,55.6
2012,Western Europe,Tuberculosis,3.23,55.6
2012,Eastern Europe,Tuberculosis,2.1,55.6
2012,China,Tuberculosis,10.47,55.6
2012,India,Tuberculosis,11.48,55.6
2012,Southeast Asia,Tuberculosis,5.87,55.6
2012,Middle East,Tuberculosis,3.95,55.6
2012,Africa,Tuberculosis,11.01,55.6
2012,Latin America,Tuberculosis,3.7,55.6
2012,Oceania,Tuberculosis,0.57,55.6
2013,North America,Tuberculosis,2.63,53.4
2013,Western Europe,Tuberculosis,3.13,53.4
2013,Eastern Europe,Tuberculosis,2.04,53.4
2013,China,Tuberculosis,9.98,53.4
2013,India,Tuberculosis,10.88,53.4
2013,Southeast Asia,Tuberculosis,5.45,53.4
2013,Middle East,Tuberculosis,3.64,53.4
2013,Africa,Tuberculosis,11.83,53.4
2013,Latin America,Tuberculosis,3.54,53.4
2013,Oceania,Tuberculosis,0.53,53.4
2014,North America,Tuberculosis,2.31,51.2
2014,Western Europe,Tuberculosis,2.89,51.2
2014,Eastern Europe,Tuberculosis,2.02,51.2
2014,China,Tuberculosis,10.13,51.2
2014,India,Tuberculosis,9.53,51.2
2014,Southeast Asia,Tuberculosis,4.87,51.2
2014,Middle East,Tuberculosis,3.62,51.2
2014,Africa,Tuberculosis,12.09,51.2
2014,Latin America,Tuberculosis,3.61,51.2
2014,Oceania,Tuberculosis,0.53,51.2
2015,North America,Tuberculosis,2.42,49.0
2015,Western Europe,Tuberculosis,2.88,49.0
2015,Eastern Europe,Tuberculosis,1.97,49.0
2015,China,Tuberculosis,8.59,49.0
2015,India,Tuberculosis,10.09,49.0
2015,Southeast Asia,Tuberculosis,4.6,49.0
2015,Middle East,Tuberculosis,3.55,49.0
2015,Africa,Tuberculosis,10.8,49.0
2015,Latin America,Tuberculosis,3.4,49.0
2015,Oceania,Tuberculosis,0.46,49.0
2016,North America,Tuberculosis,2.26,47.0
2016,Western Europe,Tuberculosis,2.96,47.0
2016,Eastern Europe,Tuberculosis,1.86,47.0
2016,China,Tuberculosis,8.55,47.0
2016,India,Tuberculosis,9.08,47.0
2016,Southeast Asia,Tuberculosis,4.69,47.0
2016,Middle East,Tuberculosis,3.11,47.0
2016,Africa,Tuberculosis,10.38,47.0
2016,Latin America,Tuberculosis,3.34,47.0
2016,Oceania,Tuberculosis,0.48,47.0
2017,North America,Tuberculosis,2.17,45.0
2017,Western Europe,Tuberculosis,2.66,45.0
2017,Eastern Europe,Tuberculosis,1.84,45.0
2017,China,Tuberculosis,8.03,45.0
2017,India,Tuberculosis,8.9,45.0
2017,Southeast Asia,Tuberculosis,4.86,45.0
2017,Middle East,Tuberculosis,3.03,45.0
2017,Africa,Tuberculosis,10.34,45.0
2017,Latin America,Tuberculosis,3.01,45.0
2017,Oceania,Tuberculosis,0.46,45.0
2018,North America,Tuberculosis,2.21,43.0
2018,Western Europe,Tuberculosis,2.53,43.0
2018,Eastern Europe,Tuberculosis,1.64,43.0
2018,China,Tuberculosis,7.15,43.0
2018,India,Tuberculosis,8.39,43.0
2018,Southeast Asia,Tuberculosis,4.39,43.0
2018,Middle East,Tuberculosis,2.88,43.0
2018,Africa,Tuberculosis,9.5,43.0
2018,Latin America,Tuberculosis,2.84,43.0
2018,Oceania,Tuberculosis,0.43,43.0
2019,North America,Tuberculosis,1.96,41.0
2019,Western Europe,Tuberculosis,2.45,41.0
2019,Eastern Europe,Tuberculosis,1.61,41.0
2019,China,Tuberculosis,7.04,41.0
2019,India,Tuberculosis,7.99,41.0
2019,Southeast Asia,Tuberculosis,3.95,41.0
2019,Middle East,Tuberculosis,2.72,41.0
2019,Africa,Tuberculosis,9.42,41.0
2019,Latin America,Tuberculosis,2.83,41.0
2019,Oceania,Tuberculosis,0.38,41.0
2020,North America,Tuberculosis,2.1,43.0
2020,Western Europe,Tuberculosis,2.68,43.0
2020,Eastern Europe,Tuberculosis,1.67,43.0
2020,China,Tuberculosis,8.22,43.0
2020,India,Tuberculosis,8.31,43.0
2020,Southeast Asia,Tuberculosis,4.39,43.0
2020,Middle East,Tuberculosis,3.14,43.0
2020,Africa,Tuberculosis,9.63,43.0
2020,Latin America,Tuberculosis,2.85,43.0
2020,Oceania,Tuberculosis,0.41,43.0
2021,North America,Tuberculosis,2.36,45.0
2021,Western Europe,Tuberculosis,2.61,45.0
2021,Eastern Europe,Tuberculosis,1.87,45.0
2021,China,Tuberculosis,7.96,45.0
2021,India,Tuberculosis,9.05,45.0
2021,Southeast Asia,Tuberculosis,4.26,45.0
2021,Middle East,Tuberculosis,3.07,45.0
2021,Africa,Tuberculosis,9.56,45.0
2021,Latin America,Tuberculosis,3.18,45.0
2021,Oceania,Tuberculosis,0.45,45.0
2022,North America,Tuberculosis,2.17,42.7
2022,Western Europe,Tuberculosis,2.51,42.7
2022,Eastern Europe,Tuberculosis,1.64,42.7
2022,China,Tuberculosis,7.74,42.7
2022,India,Tuberculosis,8.19,42.7
2022,Southeast Asia,Tuberculosis,4.45,42.7
2022,Middle East,Tuberculosis,2.97,42.7
2022,Africa,Tuberculosis,9.27,42.7
2022,Latin America,Tuberculosis,3.04,42.7
2022,Oceania,Tuberculosis,0.43,42.7
2023,North America,Tuberculosis,1.89,40.3
2023,Western Europe,Tuberculosis,2.32,40.3
2023,Eastern Europe,Tuberculosis,1.68,40.3
2023,China,Tuberculosis,7.28,40.3
2023,India,Tuberculosis,7.54,40.3
2023,Southeast Asia,Tuberculosis,4.09,40.3
2023,Middle East,Tuberculosis,2.76,40.3
2023,Africa,Tuberculosis,8.57,40.3
2023,Latin America,Tuberculosis,2.7,40.3
2023,Oceania,Tuberculosis,0.42,40.3
2024,North America,Tuberculosis,1.76,38.0
2024,Western Europe,Tuberculosis,2.2,38.0
2024,Eastern Europe,Tuberculosis,1.53,38.0
2024,China,Tuberculosis,7.29,38.0
2024,India,Tuberculosis,7.77,38.0
2024,Southeast Asia,Tuberculosis,3.67,38.0
2024,Middle East,Tuberculosis,2.83,38.0
2024,Africa,Tuberculosis,7.92,38.0
2024,Latin America,Tuberculosis,2.69,38.0
2024,Oceania,Tuberculosis,0.39,38.0
2025,North America,Tuberculosis,1.76,36.5
2025,Western Europe,Tuberculosis,2.25,36.5
2025,Eastern Europe,Tuberculosis,1.43,36.5
2025,China,Tuberculosis,6.76,36.5
2025,India,Tuberculosis,6.78,36.5
2025,Southeast Asia,Tuberculosis,3.7,36.5
2025,Middle East,Tuberculosis,2.51,36.5
2025,Africa,Tuberculosis,8.41,36.5
2025,Latin America,Tuberculosis,2.55,36.5
2025,Oceania,Tuberculosis,0.38,36.5
2026,North America,Tuberculosis,1.79,35.0
2026,Western Europe,Tuberculosis,2.09,35.0
2026,Eastern Europe,Tuberculosis,1.44,35.0
2026,China,Tuberculosis,6.5,35.0
2026,India,Tuberculosis,7.13,35.0
2026,Southeast Asia,Tuberculosis,3.19,35.0
2026,Middle East,Tuberculosis,2.36,35.0
2026,Africa,Tuberculosis,8.14,35.0
2026,Latin America,Tuberculosis,2.33,35.0
2026,Oceania,Tuberculosis,0.36,35.0
2010,North America,Malaria,0.67,65.0
2010,Western Europe,Malaria,3.79,65.0
2010,Eastern Europe,Malaria,2.4,65.0
2010,China,Malaria,11.44,65.0
2010,India,Malaria,14.13,65.0
2010,Southeast Asia,Malaria,6.28,65.0
2010,Middle East,Malaria,4.41,65.0
2010,Africa,Malaria,34.35,65.0
2010,Latin America,Malaria,4.78,65.0
2010,Oceania,Malaria,0.64,65.0
2011,North America,Malaria,0.61,62.4
2011,Western Europe,Malaria,3.96,62.4
2011,Eastern Europe,Malaria,2.55,62.4
2011,China,Malaria,10.83,62.4
2011,India,Malaria,11.88,62.4
2011,Southeast Asia,Malaria,6.54,62.4
2011,Middle East,Malaria,4.37,62.4
2011,Africa,Malaria,32.26,62.4
2011,Latin America,Malaria,4.07,62.4
2011,Oceania,Malaria,0.6,62.4
2012,North America,Malaria,0.57,59.8
2012,Western Europe,Malaria,3.31,59.8
2012,Eastern Europe,Malaria,2.29,59.8
2012,China,Malaria,10.38,59.8
2012,India,Malaria,11.74,59.8
2012,Southeast Asia,Malaria,6.4,59.8
2012,Middle East,Malaria,4.14,59.8
2012,Africa,Malaria,32.67,59.8
2012,Latin America,Malaria,4.27,59.8
2012,Oceania,Malaria,0.59,59.8
2013,North America,Malaria,0.58,57.2
2013,Western Europe,Malaria,3.47,57.2
2013,Eastern Europe,Malaria,2.3,57.2
2013,China,Malaria,11.5,57.2
2013,India,Malaria,11.86,57.2
2013,Southeast Asia,Malaria,5.48,57.2
2013,Middle East,Malaria,4.06,57.2
2013,Africa,Malaria,30.48,57.2
2013,Latin America,Malaria,4.08,57.2
2013,Oceania,Malaria,0.54,57.2
2014,North America,Malaria,0.52,54.6
2014,Western Europe,Malaria,3.32,54.6
2014,Eastern Europe,Malaria,2.27,54.6
2014,China,Malaria,10.03,54.6
2014,India,Malaria,11.3,54.6
2014,Southeast Asia,Malaria,5.54,54.6
2014,Middle East,Malaria,3.85,54.6
2014,Africa,Malaria,29.43,54.6
2014,Latin America,Malaria,3.95,54.6
2014,Oceania,Malaria,0.57,54.6
2015,North America,Malaria,0.52,52.0
2015,Western Europe,Malaria,3.11,52.0
2015,Eastern Europe,Malaria,2.22,52.0
2015,China,Malaria,9.35,52.0
2015,India,Malaria,10.43,52.0
2015,Southeast Asia,Malaria,5.3,52.0
2015,Middle East,Malaria,3.63,52.0
2015,Africa,Malaria,27.68,52.0
2015,Latin America,Malaria,3.7,52.0
2015,Oceania,Malaria,0.52,52.0
2016,North America,Malaria,0.55,50.8
2016,Western Europe,Malaria,3.14,50.8
2016,Eastern Europe,Malaria,1.98,50.8
2016,China,Malaria,9.41,50.8
2016,India,Malaria,10.28,50.8
2016,Southeast Asia,Malaria,5.35,50.8
2016,Middle East,Malaria,3.48,50.8
2016,Africa,Malaria,28.12,50.8
2016,Latin America,Malaria,3.54,50.8
2016,Oceania,Malaria,0.51,50.8
2017,North America,Malaria,0.48,49.5
2017,Western Europe,Malaria,3.04,49.5
2017,Eastern Europe,Malaria,2.01,49.5
2017,China,Malaria,9.38,49.5
2017,India,Malaria,9.9,49.5
2017,Southeast Asia,Malaria,4.87,49.5
2017,Middle East,Malaria,3.58,49.5
2017,Africa,Malaria,26.37,49.5
2017,Latin America,Malaria,3.62,49.5
2017,Oceania,Malaria,0.52,49.5
2018,North America,Malaria,0.51,48.2
2018,Western Europe,Malaria,2.94,48.2
2018,Eastern Europe,Malaria,1.89,48.2
2018,China,Malaria,8.72,48.2
2018,India,Malaria,9.8,48.2
2018,Southeast Asia,Malaria,4.72,48.2
2018,Middle East,Malaria,3.56,48.2
2018,Africa,Malaria,27.16,48.2
2018,Latin America,Malaria,3.26,48.2
2018,Oceania,Malaria,0.52,48.2
2019,North America,Malaria,0.47,47.0
2019,Western Europe,Malaria,2.7,47.0
2019,Eastern Europe,Malaria,1.82,47.0
2019,China,Malaria,8.98,47.0
2019,India,Malaria,10.11,47.0
2019,Southeast Asia,Malaria,4.89,47.0
2019,Middle East,Malaria,3.47,47.0
2019,Africa,Malaria,27.14,47.0
2019,Latin America,Malaria,3.36,47.0
2019,Oceania,Malaria,0.48,47.0
2020,North America,Malaria,0.5,48.5
2020,Western Europe,Malaria,3.0,48.5
2020,Eastern Europe,Malaria,1.88,48.5
2020,China,Malaria,8.99,48.5
2020,India,Malaria,10.28,48.5
2020,Southeast Asia,Malaria,4.81,48.5
2020,Middle East,Malaria,3.35,48.5
2020,Africa,Malaria,27.19,48.5
2020,Latin America,Malaria,3.31,48.5
2020,Oceania,Malaria,0.46,48.5
2021,North America,Malaria,0.52,50.0
2021,Western Europe,Malaria,2.95,50.0
2021,Eastern Europe,Malaria,2.0,50.0
2021,China,Malaria,8.78,50.0
2021,India,Malaria,10.52,50.0
2021,Southeast Asia,Malaria,5.17,50.0
2021,Middle East,Malaria,3.47,50.0
2021,Africa,Malaria,26.23,50.0
2021,Latin America,Malaria,3.45,50.0
2021,Oceania,Malaria,0.51,50.0
2022,North America,Malaria,0.49,48.3
2022,Western Europe,Malaria,2.91,48.3
2022,Eastern Europe,Malaria,1.95,48.3
2022,China,Malaria,8.97,48.3
2022,India,Malaria,9.65,48.3
2022,Southeast Asia,Malaria,4.92,48.3
2022,Middle East,Malaria,3.25,48.3
2022,Africa,Malaria,29.44,48.3
2022,Latin America,Malaria,3.35,48.3
2022,Oceania,Malaria,0.49,48.3
2023,North America,Malaria,0.48,46.7
2023,Western Europe,Malaria,2.75,46.7
2023,Eastern Europe,Malaria,1.87,46.7
2023,China,Malaria,8.4,46.7
2023,India,Malaria,9.0,46.7
2023,Southeast Asia,Malaria,4.75,46.7
2023,Middle East,Malaria,3.06,46.7
2023,Africa,Malaria,27.53,46.7
2023,Latin America,Malaria,3.37,46.7
2023,Oceania,Malaria,0.48,46.7
2024,North America,Malaria,0.42,45.0
2024,Western Europe,Malaria,2.62,45.0
2024,Eastern Europe,Malaria,1.9,45.0
2024,China,Malaria,9.56,45.0
2024,India,Malaria,9.44,45.0
2024,Southeast Asia,Malaria,4.69,45.0
2024,Middle East,Malaria,3.22,45.0
2024,Africa,Malaria,23.93,45.0
2024,Latin America,Malaria,3.28,45.0
2024,Oceania,Malaria,0.43,45.0
2025,North America,Malaria,0.41,43.5
2025,Western Europe,Malaria,2.48,43.5
2025,Eastern Europe,Malaria,1.81,43.5
2025,China,Malaria,7.81,43.5
2025,India,Malaria,8.74,43.5
2025,Southeast Asia,Malaria,4.35,43.5
2025,Middle East,Malaria,2.91,43.5
2025,Africa,Malaria,23.29,43.5
2025,Latin America,Malaria,2.97,43.5
2025,Oceania,Malaria,0.41,43.5
2026,North America,Malaria,0.41,42.0
2026,Western Europe,Malaria,2.41,42.0
2026,Eastern Europe,Malaria,1.72,42.0
2026,China,Malaria,7.76,42.0
2026,India,Malaria,7.98,42.0
2026,Southeast Asia,Malaria,4.15,42.0
2026,Middle East,Malaria,3.17,42.0
2026,Africa,Malaria,22.21,42.0
2026,Latin America,Malaria,2.99,42.0
2026,Oceania,Malaria,0.42,42.0
2019,North America,COVID-19,0.1,0.0
2019,Western Europe,COVID-19,0.1,0.0
2019,Eastern Europe,COVID-19,0.1,0.0
2019,China,COVID-19,0.1,0.0
2019,India,COVID-19,0.1,0.0
2019,Southeast Asia,COVID-19,0.1,0.0
2019,Middle East,COVID-19,0.1,0.0
2019,Africa,COVID-19,0.1,0.0
2019,Latin America,COVID-19,0.1,0.0
2019,Oceania,COVID-19,0.1,0.0
2020,North America,COVID-19,7.41,100.0
2020,Western Europe,COVID-19,8.92,100.0
2020,Eastern Europe,COVID-19,3.82,100.0
2020,China,COVID-19,16.7,100.0
2020,India,COVID-19,19.47,100.0
2020,Southeast Asia,COVID-19,9.86,100.0
2020,Middle East,COVID-19,6.61,100.0
2020,Africa,COVID-19,13.29,100.0
2020,Latin America,COVID-19,7.33,100.0
2020,Oceania,COVID-19,1.03,100.0
2021,North America,COVID-19,13.06,175.0
2021,Western Europe,COVID-19,14.63,175.0
2021,Eastern Europe,COVID-19,7.2,175.0
2021,China,COVID-19,31.68,175.0
2021,India,COVID-19,35.6,175.0
2021,Southeast Asia,COVID-19,18.91,175.0
2021,Middle East,COVID-19,11.85,175.0
2021,Africa,COVID-19,20.59,175.0
2021,Latin America,COVID-19,11.74,175.0
2021,Oceania,COVID-19,1.78,175.0
2022,North America,COVID-19,8.26,110.0
2022,Western Europe,COVID-19,9.43,110.0
2022,Eastern Europe,COVID-19,4.16,110.0
2022,China,COVID-19,19.52,110.0
2022,India,COVID-19,20.93,110.0
2022,Southeast Asia,COVID-19,11.23,110.0
2022,Middle East,COVID-19,7.57,110.0
2022,Africa,COVID-19,14.16,110.0
2022,Latin America,COVID-19,7.47,110.0
2022,Oceania,COVID-19,1.11,110.0
2023,North America,COVID-19,3.76,50.0
2023,Western Europe,COVID-19,4.54,50.0
2023,Eastern Europe,COVID-19,2.01,50.0
2023,China,COVID-19,8.97,50.0
2023,India,COVID-19,9.6,50.0
2023,Southeast Asia,COVID-19,4.86,50.0
2023,Middle East,COVID-19,3.45,50.0
2023,Africa,COVID-19,7.17,50.0
2023,Latin America,COVID-19,3.32,50.0
2023,Oceania,COVID-19,0.49,50.0
2024,North America,COVID-19,1.88,25.0
2024,Western Europe,COVID-19,2.22,25.0
2024,Eastern Europe,COVID-19,1.04,25.0
2024,China,COVID-19,4.44,25.0
2024,India,COVID-19,4.95,25.0
2024,Southeast Asia,COVID-19,2.58,25.0
2024,Middle East,COVID-19,1.88,25.0
2024,Africa,COVID-19,3.49,25.0
2024,Latin America,COVID-19,1.74,25.0
2024,Oceania,COVID-19,0.25,25.0
2025,North America,COVID-19,1.5,20.0
2025,Western Europe,COVID-19,1.81,20.0
2025,Eastern Europe,COVID-19,0.77,20.0
2025,China,COVID-19,3.74,20.0
2025,India,COVID-19,4.03,20.0
2025,Southeast Asia,COVID-19,2.0,20.0
2025,Middle East,COVID-19,1.33,20.0
2025,Africa,COVID-19,2.65,20.0
2025,Latin America,COVID-19,1.3,20.0
2025,Oceania,COVID-19,0.2,20.0
2026,North America,COVID-19,1.1,15.0
2026,Western Europe,COVID-19,1.37,15.0
2026,Eastern Europe,COVID-19,0.65,15.0
2026,China,COVID-19,2.76,15.0
2026,India,COVID-19,3.18,15.0
2026,Southeast Asia,COVID-19,1.54,15.0
2026,Middle East,COVID-19,1.1,15.0
2026,Africa,COVID-19,2.13,15.0
2026,Latin America,COVID-19,1.02,15.0
2026,Oceania,COVID-19,0.15,15.0
2010,North America,Lower respiratory infections,5.91,115.0
2010,Western Europe,Lower respiratory infections,6.9,115.0
2010,Eastern Europe,Lower respiratory infections,4.64,115.0
2010,China,Lower respiratory infections,20.5,115.0
2010,India,Lower respiratory infections,22.46,115.0
2010,Southeast Asia,Lower respiratory infections,12.27,115.0
2010,Middle East,Lower respiratory infections,7.7,115.0
2010,Africa,Lower respiratory infections,26.0,115.0
2010,Latin America,Lower respiratory infections,8.22,115.0
2010,Oceania,Lower respiratory infections,1.08,115.0
2011,North America,Lower respiratory infections,5.42,112.0
2011,Western Europe,Lower respiratory infections,6.54,112.0
2011,Eastern Europe,Lower respiratory infections,4.58,112.0
2011,China,Lower respiratory infections,19.87,112.0
2011,India,Lower respiratory infections,22.32,112.0
2011,Southeast Asia,Lower respiratory infections,10.57,112.0
2011,Middle East,Lower respiratory infections,8.6,112.0
2011,Africa,Lower respiratory infections,24.71,112.0
2011,Latin America,Lower respiratory infections,8.0,112.0
2011,Oceania,Lower respiratory infections,1.1,112.0
2012,North America,Lower respiratory infections,5.31,109.0
2012,Western Europe,Lower respiratory infections,7.06,109.0
2012,Eastern Europe,Lower respiratory infections,4.04,109.0
2012,China,Lower respiratory infections,19.84,109.0
2012,India,Lower respiratory infections,20.77,109.0
2012,Southeast Asia,Lower respiratory infections,10.72,109.0
2012,Middle East,Lower respiratory infections,7.44,109.0
2012,Africa,Lower respiratory infections,23.05,109.0
2012,Latin America,Lower respiratory infections,7.64,109.0
2012,Oceania,Lower respiratory infections,0.98,109.0
2013,North America,Lower respiratory infections,5.23,106.0
2013,Western Europe,Lower respiratory infections,6.34,106.0
2013,Eastern Europe,Lower respiratory infections,4.02,106.0
2013,China,Lower respiratory infections,20.27,106.0
2013,India,Lower respiratory infections,20.7,106.0
2013,Southeast Asia,Lower respiratory infections,10.5,106.0
2013,Middle East,Lower respiratory infections,7.25,106.0
2013,Africa,Lower respiratory infections,23.24,106.0
2013,Latin America,Lower respiratory infections,7.82,106.0
2013,Oceania,Lower respiratory infections,1.17,106.0
2014,North America,Lower respiratory infections,5.31,103.0
2014,Western Europe,Lower respiratory infections,6.45,103.0
2014,Eastern Europe,Lower respiratory infections,4.41,103.0
2014,China,Lower respiratory infections,18.73,103.0
2014,India,Lower respiratory infections,21.94,103.0
2014,Southeast Asia,Lower respiratory infections,10.63,103.0
2014,Middle East,Lower respiratory infections,7.25,103.0
2014,Africa,Lower respiratory infections,22.98,103.0
2014,Latin America,Lower respiratory infections,6.7,103.0
2014,Oceania,Lower respiratory infections,1.04,103.0
2015,North America,Lower respiratory infections,4.7,100.0
2015,Western Europe,Lower respiratory infections,5.62,100.0
2015,Eastern Europe,Lower respiratory infections,4.03,100.0
2015,China,Lower respiratory infections,17.22,100.0
2015,India,Lower respiratory infections,19.99,100.0
2015,Southeast Asia,Lower respiratory infections,10.06,100.0
2015,Middle East,Lower respiratory infections,7.05,100.0
2015,Africa,Lower respiratory infections,21.22,100.0
2015,Latin America,Lower respiratory infections,7.26,100.0
2015,Oceania,Lower respiratory infections,1.0,100.0
2016,North America,Lower respiratory infections,4.96,97.5
2016,Western Europe,Lower respiratory infections,5.58,97.5
2016,Eastern Europe,Lower respiratory infections,3.87,97.5
2016,China,Lower respiratory infections,18.34,97.5
2016,India,Lower respiratory infections,20.27,97.5
2016,Southeast Asia,Lower respiratory infections,9.44,97.5
2016,Middle East,Lower respiratory infections,6.68,97.5
2016,Africa,Lower respiratory infections,20.62,97.5
2016,Latin America,Lower respiratory infections,6.65,97.5
2016,Oceania,Lower respiratory infections,0.92,97.5
2017,North America,Lower respiratory infections,4.72,95.0
2017,Western Europe,Lower respiratory infections,5.85,95.0
2017,Eastern Europe,Lower respiratory infections,3.68,95.0
2017,China,Lower respiratory infections,17.04,95.0
2017,India,Lower respiratory infections,18.83,95.0
2017,Southeast Asia,Lower respiratory infections,9.91,95.0
2017,Middle East,Lower respiratory infections,6.49,95.0
2017,Africa,Lower respiratory infections,20.42,95.0
2017,Latin America,Lower respiratory infections,6.43,95.0
2017,Oceania,Lower respiratory infections,0.91,95.0
2018,North America,Lower respiratory infections,4.72,92.5
2018,Western Europe,Lower respiratory infections,5.52,92.5
2018,Eastern Europe,Lower respiratory infections,3.71,92.5
2018,China,Lower respiratory infections,17.52,92.5
2018,India,Lower respiratory infections,19.51,92.5
2018,Southeast Asia,Lower respiratory infections,8.66,92.5
2018,Middle East,Lower respiratory infections,6.64,92.5
2018,Africa,Lower respiratory infections,20.53,92.5
2018,Latin America,Lower respiratory infections,6.36,92.5
2018,Oceania,Lower respiratory infections,0.94,92.5
2019,North America,Lower respiratory infections,4.2,90.0
2019,Western Europe,Lower respiratory infections,5.73,90.0
2019,Eastern Europe,Lower respiratory infections,3.67,90.0
2019,China,Lower respiratory infections,15.65,90.0
2019,India,Lower respiratory infections,17.58,90.0
2019,Southeast Asia,Lower respiratory infections,8.41,90.0
2019,Middle East,Lower respiratory infections,6.22,90.0
2019,Africa,Lower respiratory infections,19.42,90.0
2019,Latin America,Lower respiratory infections,5.97,90.0
2019,Oceania,Lower respiratory infections,0.93,90.0
2020,North America,Lower respiratory infections,4.68,89.0
2020,Western Europe,Lower respiratory infections,5.33,89.0
2020,Eastern Europe,Lower respiratory infections,3.52,89.0
2020,China,Lower respiratory infections,16.3,89.0
2020,India,Lower respiratory infections,17.79,89.0
2020,Southeast Asia,Lower respiratory infections,8.52,89.0
2020,Middle East,Lower respiratory infections,6.07,89.0
2020,Africa,Lower respiratory infections,19.35,89.0
2020,Latin America,Lower respiratory infections,6.29,89.0
2020,Oceania,Lower respiratory infections,0.89,89.0
2021,North America,Lower respiratory infections,4.44,88.0
2021,Western Europe,Lower respiratory infections,4.97,88.0
2021,Eastern Europe,Lower respiratory infections,3.61,88.0
2021,China,Lower respiratory infections,15.84,88.0
2021,India,Lower respiratory infections,19.49,88.0
2021,Southeast Asia,Lower respiratory infections,8.66,88.0
2021,Middle East,Lower respiratory infections,6.24,88.0
2021,Africa,Lower respiratory infections,21.68,88.0
2021,Latin America,Lower respiratory infections,6.21,88.0
2021,Oceania,Lower respiratory infections,0.88,88.0
2022,North America,Lower respiratory infections,4.18,87.0
2022,Western Europe,Lower respiratory infections,5.55,87.0
2022,Eastern Europe,Lower respiratory infections,3.32,87.0
2022,China,Lower respiratory infections,15.93,87.0
2022,India,Lower respiratory infections,17.07,87.0
2022,Southeast Asia,Lower respiratory infections,8.63,87.0
2022,Middle East,Lower respiratory infections,5.75,87.0
2022,Africa,Lower respiratory infections,20.2,87.0
2022,Latin America,Lower respiratory infections,6.02,87.0
2022,Oceania,Lower respiratory infections,0.83,87.0
2023,North America,Lower respiratory infections,4.52,86.0
2023,Western Europe,Lower respiratory infections,5.06,86.0
2023,Eastern Europe,Lower respiratory infections,3.49,86.0
2023,China,Lower respiratory infections,16.01,86.0
2023,India,Lower respiratory infections,17.53,86.0
2023,Southeast Asia,Lower respiratory infections,7.88,86.0
2023,Middle East,Lower respiratory infections,6.19,86.0
2023,Africa,Lower respiratory infections,18.84,86.0
2023,Latin America,Lower respiratory infections,5.94,86.0
2023,Oceania,Lower respiratory infections,0.86,86.0
2024,North America,Lower respiratory infections,3.98,85.0
2024,Western Europe,Lower respiratory infections,5.14,85.0
2024,Eastern Europe,Lower respiratory infections,3.22,85.0
2024,China,Lower respiratory infections,15.13,85.0
2024,India,Lower respiratory infections,17.11,85.0
2024,Southeast Asia,Lower respiratory infections,8.87,85.0
2024,Middle East,Lower respiratory infections,5.76,85.0
2024,Africa,Lower respiratory infections,19.82,85.0
2024,Latin America,Lower respiratory infections,6.18,85.0
2024,Oceania,Lower respiratory infections,0.84,85.0
2025,North America,Lower respiratory infections,3.99,83.5
2025,Western Europe,Lower respiratory infections,4.73,83.5
2025,Eastern Europe,Lower respiratory infections,3.38,83.5
2025,China,Lower respiratory infections,14.59,83.5
2025,India,Lower respiratory infections,17.52,83.5
2025,Southeast Asia,Lower respiratory infections,8.13,83.5
2025,Middle East,Lower respiratory infections,5.64,83.5
2025,Africa,Lower respiratory infections,18.54,83.5
2025,Latin America,Lower respiratory infections,5.69,83.5
2025,Oceania,Lower respiratory infections,0.84,83.5
2026,North America,Lower respiratory infections,4.26,82.0
2026,Western Europe,Lower respiratory infections,4.94,82.0
2026,Eastern Europe,Lower respiratory infections,3.3,82.0
2026,China,Lower respiratory infections,14.88,82.0
2026,India,Lower respiratory infections,15.33,82.0
2026,Southeast Asia,Lower respiratory infections,8.33,82.0
2026,Middle East,Lower respiratory infections,5.78,82.0
2026,Africa,Lower respiratory infections,18.7,82.0
2026,Latin America,Lower respiratory infections,5.88,82.0
2026,Oceania,Lower respiratory infections,0.81,82.0
2010,North America,Diarrheal diseases,4.69,90.0
2010,Western Europe,Diarrheal diseases,5.34,90.0
2010,Eastern Europe,Diarrheal diseases,3.64,90.0
2010,China,Diarrheal diseases,16.0,90.0
2010,India,Diarrheal diseases,18.34,90.0
2010,Southeast Asia,Diarrheal diseases,8.87,90.0
2010,Middle East,Diarrheal diseases,6.73,90.0
